Applicant_ID,Current_position,Current_jd
14149,Technical Support Sales Coordinator Administrative Assistant Solutions & Business Technology Advisor Coordinator Customer Care Receptionist General Manager Market Research Interviewer Merchandise Coordinator Receptionist Executive Assistant Call Center Representative Medical Records Clerk Administrative Assistant Administrative Assistant Store Manager Guest Service Representative Server,"Coordinate and dispatch service delivery between technical team and clients;  call clients to schedule (and re-schedule) field tech visits and help desk support fulfillment; assign support tickets to our help desk team on a ConnectWise ticketing system; coordinate hardware/software purchased with the procurement team; follow up with clients regarding completion of service delivery; set expectations with clients regarding service fulfillment timing; coordinate with vendors for RMA, recycling, or dispatching. Generate special sample, catalog, follow up and general business letters; confirm and input orders such as ribbons, inserts, and badge holders - Includes: Interacting with client and vendors as needed to finalize the order; 

Interact with vendors to discuss production, sample requests, shipping, vendor errors and other pertinent issues; investigate order discrepancies with vendors and other customer satisfaction; 

Provide sales and product expertise for overflow and bounced calls where immediate assistance is required and Sales Team is not immediately available, offering a seamless transaction to the sales process whenever possible; 

Provide support and assistance to fellow team members/departments, as needed, in order to meet company/team goals including but not limited to assisting with incoming queue calls; 

Complete any projects assigned by the Sales Manager including but not limited to weekly and monthly reports, data entry, prospect mailings and any other sales support functions that may arise, as staffing requirements and business evolution dictate; act as a primary customer resource for calls, e-mails, and voicemail. Answer general phone inquiries in a professional and courteous manner, direct phone inquiries to the appropriate staff member, reply to general information requests with the accurate information, use computer word processing, spreadsheet, and database software, use web-based training tools and databases;

Sort incoming mail, faxes, and deliveries for distribution, prepare and send outgoing faxes, mail, and packages, data entry and upkeep of the organization's databases, ensuring a high level of accuracy; 

Review all invoices for appropriate documentation and approval prior to payment, prioritize invoices according to payment terms, process check requests, audit and process credit card bills, match invoices to checks, obtain all signatures for checks and distribute checks accordingly, 1099 maintenance;

Respond to all vendor inquiries, reconcile vendor statements, research and correct discrepancies, maintain files and documentation thoroughly and accurately, in accordance with company policy and accepted accounting practices, process supply and event orders in a timely manner, research, edit and circulate e-newsletters;

Proficiency in the use of Microsoft Office Suite (Word, Outlook, Excel, Publisher), proficiency in the use of office equipment (fax, copier, phone, computer, postage machine);

Maintain positive working relationships with others, both internally and externally,excellent oral and written communication skills, anticipate, understand, and respond to the needs of District staff to meet or exceed their expectations;

Work cooperatively and effectively with others to set goals and meet them; ability to initiate and complete self-directed tasks when necessary	excellent time management skills; attention to detail; the capacity to prioritize by assessing situations to determine urgency; ability to move easily between tasks and readily shift focus. Daily order entry of application up sells including mobile order, package renewals, package upgrades included but not limited to cloud computing; contracts maintenance and quality checking within CRM system and Siebel for all orders processed;

Weekly and monthly activity reporting; participate in ongoing training and coaching/feedback sessions with manager; effective, constructive daily communication with sales team; effective decision making on all aspects of the business; ensure timely and accurate completion of orders maintaining above-average SLAs; 

Ensure compliance of all Cbeyond policies and procedures; able to work closely with various organizations to execute order processing; main responsibility is to support the sales organization; liaison between facilities issues and office maintenance; 

Responsible for the coordination and administration of all sales related clerical functions, including but not limited to maintenance of office files, such as generating and receiving mail, visitors, and calls; 

Responsible for the requisition of supplies, printings, maintenance of office supplies and equipment for the branch, as well keeping track of market inventory; effective, constructive daily communication with sales team; conduct all business deals with honesty, integrity, and respect to customers. Excelled in role requiring the ability to handle a variety of customer service and administrative tasks and resolve customer issues with expediency, demonstrated proficiency in telephone and front-desk reception within high-volume environment; 

Calmed upset/angry customers, researched and rapidly solved problems and rebuilt client trust to prevent the loss of key accounts, consistently praised by management for the quality and timeliness of reports, attention to detail, exemplary customer service delivery and team-player attitude. Examined, selected, and purchased favorable price merchandise consistent with quality, quantity, specification requirements and other factors;

Coordinated all store activities in a manner that maximized sales, profits, and customer satisfaction; ensured the store hits planned performance indicators, including: total buy dollars, buys/day, flyers/day, average price/pennyweight, average dollar/buy, and payroll;

Managed all company assets through daily inspections of previous days buys, including verification of weight, re-testing the gold, and ensuring the price/pennyweight paid within store range; Provided a brief introduction to the interviewee and it's subject; asked specific questions about interviewee attitudes to a particular product or issue;

Identified and reported and reported problems in obtaining valid data; compiled, recorded, and coded results or data from interview or survey, using computer or specified form; Greeted, interacted with and thanked customers on a regular basis; responsible for assisting in the daily operations of the store; maintained housekeeping standards of area, including ongoing recovery; 

Assisted the retail manager with customer service, customer orders, inventory selection, merchandise presentation, sales events, sales promotions and storeroom security;

Ensured that all customer merchandise issues are handled; communicated and negotiated with merchants and vendors; responsibile for floor merchandising. Externship Welcomed guests and customers by greeting them, in person or on the telephone; answering or directing inquires;

Produced information by transcribing, formatting, inputting, editing, retrieving, copying, and transmitting text, data, and graphics;

Conserved executive's time by reading, researching, and routing correspondence; drafting letters and documents; collecting and analyzing information; initiating telecommunications; Answered inquiries by clarifying desired information; researching, locating, and providing information; determined requirements by working with customers; resolved problems by clarifying issues; 

Researched and explored answers and alternative solutions; implemented solutions;  fullfilled requests by clarifying desired information; completed transactions; forwarded  requests;

Sold additional services by recognizing opportunities to up-sell accounts; explained new features; Gathered patient information by collecting demographic information from a variety of sources;

Interacting with registration areas and physicians office; retrieving information from automated printer; maintained master patient index by completing assigned portion of daily audit trail;

Corrected and communicated problems according to established procedures; initiated the medical record by creating and processing the patient care record folder;

Maintained record availability by processing charts into the department; using chart mark-off procedures facilitating chart location activities;

Retrieved medical records by following chart-out procedures; documenting reasons charts cannot be retrieved for statistical and follow-up purposes;

Maintained quality results by following hospital standards; maintained continuity of work operations by documenting and communicating actions, irregularities, and continuing needs;

Serve and protected the hospital community by adhering to professional standards, hospital policies and procedures, federal, state, and local requirements, and HIPPA standards; Worked varioius short-term administrative/customer service oriented positions. Worked various short-term projects with fortune 500 companies such as Apple, ADP, Verizon, Home Depot, Saks Fifth Ave, etc. Managed women's shoe boutique Customer service Assisted all guests with their orders"
14150,Chess Coach Kompass Representative Sales Associate Assistant Manager,"I teach the game of chess to elementary school children while helping them to develop important skills such as sportsmanship, problem solving, critical thinking, concentration and patience. My job functions include:  reading and executing plans to complete section reset; keeping work area clean; working independently with little supervision while maintaining good relationship with store management team and staff; complying with the guidelines established for employees regarding timeliness, productivity, teamwork and communication. Provided customer services and used sales techniques; Arranged merchandise display and demonstrated goods/services; Successfully performed functions such as inventory using Microsoft Excel. Assisted in care and educational development of toddlers and elementary school-age children; Safely transported students from location to location; Created and implemented lessons for elementary school-age children; Communicated with parents on a regular basis to ensure best care for their children."
14152,Event Planner Customer Service Representative Emergency Roadside Assistant,"After carefully assessing the needs of the client, great care is taken and given to complete the required task to make sure that each event is handled proficiently and professionally. Creating detailed plans of the event to present an outstanding proposal to our clients for their approval. Assisted the customers with properly filing their taxes. Help amend their taxes and answered any tax questions that they had. Provided roadside assistant to clients."
14154,sales floor,worked the register
14160,anodizer,"I anodized aluminum material, with a heavy machine that I controlled with a remote control"
14161,Product Process Technician Product Process Support Technician Metallography Technician Sales Support Volunteer/Temp Member of Technical Staff,"Key member of team working on the development of epitaxial structures for 850nm VCSELs. 
* Performed characterization of 1300 nm VCSELS and developed growth process. 
* Performed detailed observations, analyzed data and interpreted results with minimal   guidance.
* Documented process procedure specifications.
* Performed experimental analysis aimed at increasing efficiency of procedures. growth and characterization of  III-V epitaxial films for materials research and development device application by the  safe and independent operation of molecular beam epitaxy (MBE). Metallography of Fuel Cell components, sample preparation and analysis. Support the efforts of the Sales and Community Outreach Representatives
Spokesperson for the health plan.
Maintains planning and setting up of sales and social events. Doing volunteer work at Project Hired, a nonprofit organization that helps people with all kinds of disabilites find jobs.
I am working  with the CEO on a temporary  basis acting as her Personal Assistant doing administrative work Performed characterization of epi grown materials with the use of SEM and X-ray   diffraction
* Provided skill and technical training to operators and other technicians.
* Responsible for  sending out samples for SIMS analysis
* Worked with vendors and outside sales representatives
* Heavily involved with the research and development group on research projects and   assignments"
14173,Administrative Assistant Coordinator Patient Relations Coordinator,"Transcription of medical documents and reports, accounting for payments, posting charges, billing, coordinating patient care, phones, scheduling appointments, payroll, surgery booking. translator, surgery bookings, insurance verification, pre-certs, prepping charts, scheduling appointments, phones, and post op treatment care Scheduling appointments, collecting co-pay, answering the phones, insurance verification, handle all aspects of customer service and media"
14174,Senior Administrative Administrative,"Recorded vendor bills on a daily basis, ordered supplies and kept log of inventory, kept organized front desk work space and greater vendors/customers with friendly conduct"
14181,Project Executive Assistant,"Assist Owner’s Project Representative for mixed-use 100 apartment, 3 retail, gym and parking facility in Edgewater, NJ through construction acquisition of the certificate of occupancy.
Duties included: managing construction office’s supplies and document records storage and distribution
Scheduled meetings for Project Executive with 2 Project Superintendents.
Assisted in scheduling of all Building Department Inspections during Construction.
Phones and Greeting Subcontractors, Owners and Consultants.
Managed Drawings, Inspection Stickers for Building, Plumbing, Electrical and Fire Sub-Codes"
14184,Host/Cashier Shift Manager Intern at Human Resources Administration Intern,"•	Take and prepare to-go orders.
•	Receive payment by cash, check, credit cards, and or automatic debits
•	Issue receipts, refunds, credits, or change due to customers.
•	Schedule parties and take reservations.
•	Assist customers by providing information and resolving their complaints.
•	Answer telephone calls and respond to inquiries or transfer calls.
•	Ensuring the delivery staff gets the food to the customer in time. •Resolve customer complaints regarding food service.
•Compile and balance cash receipts at the end of the day or shift.
•Develop equipment maintenance schedules and arrange for repairs.
•Train workers in food preparation, and in service, sanitation, and safety procedures.
•Assign duties, responsibilities, and work stations to employees in accordance with work requirements.
•Recommend measures for improving work procedures and worker performance to increase service quality and enhance job safety. •Gather materials to be filed from departments or employees.
•Add new material to file records or create new records as necessary.
•Keep records of materials filed or removed, using logbooks or computers.
•Track materials removed from files to ensure that borrowed files are returned.
•Scan or read incoming materials to determine how and where they should be classified or filed.
•Sort or classify information according to guidelines, such as content, purpose, user criteria, or chronological, alphabetical, or numerical order. •File and maintain records.
•Deliver messages and run errands.
•Answer telephones, direct calls, and take messages.
•Collect, sort, distribute, or prepare mail, messages, or courier deliveries.
•Maintain and update filing, inventory, mailing, and database systems, either manually or using a computer.
•Operate office machines, such as photocopiers and scanners, facsimile machines, voice mail systems, and personal computers."
14185,Manager  Front Desk Agent  Assistant,"•Responsible for overlooking the daily operations of the bar and ensuring everything ran accurately and in a time efficient manner 
•	Updated inventory schedules on a daily basis to ensure sufficient products available for use  
•Handled cash and worked the register
•Scheduled deliveries and placed orders with distributors to restock inventory when low
•Supervised and trained employees on various products being offered and proper use of equipment 
 •Responsible for overlooking the daily operations of the bar and ensuring everything ran accurately and in a time efficient manner 
•Updated inventory schedules on a daily basis to ensure sufficient products available for use  
•Handled cash and worked the register
•Scheduled deliveries and placed orders with distributors to restock inventory when low
•Supervised and trained employees on various products being offered and proper use of equipment 
 •Worked closely and shadowed Lawyers 
•Managed office ensuring smooth operation
•Prepared and filed legal documents, set court dates and meetings
•Assisted with daily task given
•Gathered evidence and wrote legal briefs
"
14188,Operations Professional Corporate Trainer  Sales Representative/Fitting room attendant,"Working with internal and external customers by supporting all sales endeavors 
Work effectively with sales professionals and other team members to help drive business
Sales support, process efficiencies and procedure compliance
Contribute to store inventory accuracy and availability, maintain all reporting needs and internal audit checklist compliance to ensure store is financially sound
Strengthen customer brand loyalty by providing superior service for all after sales servicing needs
Partner with sales team by fulfilling merchandise requests and point sales quickly and accurately
Respond graciously to all incoming telephone calls and emails with prompt and accurate information in order to help retain and satisfy customers Market and sell Verizon Fios door to door
Interview, hire and train new hires, teach them about the compensation and Upward mobility program
Meet weekly sales quota and teach others selling techniques
Create a strong and efficient team
Set up conference calls between clients and our sales representatives
Organize business trips Execute outstanding customer service to customers on a daily basis as a Number one priority
Monitor and achieve daily sales goals through direct selling, Contributing to increase of department sales
Organize, size and colorize sales floor to make merchandise visible for Customers
Re-ticket garments, Mark down clearance items and search for merchandise available in other stores"
14191,Photographer Personal assistant Administrative assistant,"Freelance commercial and artistic photographer for 11 years. Took care of all personal and business related problems. Was the overseer of cash flow and staff. Handled all social media platforms. Front desk manager. Took care of Personal and business related matters. Surgical booking, insurance, phones and clerical duties."
14192,Human Resouce Specialist Benefits Specialist- Sales Call Center Representative,"l	Handled employees from CVS and Allstate which is based in the U.S.
l	Coordinated with the clients coming from 2 accounts when they are visiting the Philippines.
l	Provided administrative and functional support to Human Resource Business Partners and also the whole team as well.
l	Responsible for transactional needs.
l	Performed some periodic audits regarding the report that was submitted.
l	Performed other related duties as required and assigned. l	Set up meetings with business owners.
l	Do presentations with the staff/employees and do onsite enrollments as well.
l	Process billings/invoices.
l	Help employees in regards to their claims. l	Did inbound calls in IBM and outbound calls in AFLAC.
l	Made 200 calls a day prospecting businesses and receives more than 150 calls from CVS and Allstate clients.
l	Able to handle clients that are angry and rude.
l	Can handle multiple lines.
l	Provides on the job training for new hires.
"
14193,Front Desk Worker Office Assistant/Manager,"Actively engaging with students, faculty/staff
Assisting with finding books, DVDs, periodicals, etc
Constant organization of the library 
Work on display cases 
Computer skills involving Minuteman Library and Sierra programs
Other duties as assigned
 Oversaw daily office operations, prepared and distributed payroll for staff of 7 employees
Answer phone calls to direct questions to other offices
Assist in setting up events
Promotion for campus activities
Outreach to local community 
Help create an engaging, comforting, welcoming environment for students, faculty, staff, families of students
Other duties as assigned
"
14196,Personal Driver/Bodyguard,"Pick up and drop off Wehrman Family members from work, school, industry related events, dinners, airports, etc.
Provide security services for business and family. Vehicle upkeep. Shipping and receiving. Various other duties as needed. 3"
14197,Licensed Agent,newly hired at Weichert.  Not on salary.  Just joined and was previously an agent at Grand Lux Realty and Stetson Real Estate
14199,Paralegal/ Manager Clerk/ Process Server                                                      Legal/Head Assistant                                                           Teacher Manager,"•	Analyze cases and provide personalize resolution and counseling to clients/immigrants
•	Research and study data and facts on the cases allotted: immigration cases, litigation and uncontested divorce cases
•	Manage information and documents necessary for case filing
•	Prepare USCIS application forms
•	Prepare correspondence, briefs and affidavits 
•	Liaise with administration departments to ensure all fees are collected and applications are filed in a timely manner
•	Manage and update documents with any changes in the immigration laws and legislations
•	Accounts receivable for services rendered
•	E-filing
 •	Liaised between courts and attorneys
•	Organized documents to be filed in the courts 
•	Located persons and institutions to be served
•	Served court orders and processes, i.e. summonses and subpoenas
•	Recorded times and places of delivery
•	Prepared affidavits of service
•	Invoiced clients for services
 •	Liaised with law firms, clients and other attorneys
•	Provided legal updates to the following types of cases: medical malpractice, construction accident, workers’ compensation, auto accident
•	Provided English/Polish translations and interpretations (both written and verbal) of legal documents for clients and attorneys 
•	Facilitated processing of legal documents within regulations and deadlines 
•	Managed appointment schedules and briefings
•	Provided customer service with the clients 
•	Conducted file and record reviews
•	Compiled and generated reports, correspondences and documentation as needed  


 •	Managed classroom and assumed all teaching responsibilities
•	Planned and instructed creative lessons and thematic units 
•	Designed curriculum in mathematic and science 
•	Organized portfolios including students’ reports, assessments and class projects
•	Built solid relationships with parents and school personnel 
•	Conducted parent-teacher conferences
 •	Established and managed “ZPUH-Iwona Fashion Company”
•	Developed business plan and set priorities for the company
•	Executed all financial transactions and effectively negotiated contracts with business partners 
•	Performed sample presentations and efficiently sold products to clients
•	Administrated and held responsibility for budget allocations, payrolls                                                                              and expenses
•	Supervised a staff of fifteen employees
•	Ensured product deliveries met deadlines
•	Provided excellent customer service and guaranteed that all products met required standards as well as achieved operational goals and objectives
"
14200,Executive Assistant,"•	Prepared invoices, reports, memos, letters, financial statements and other documents, using word processing, spreadsheet, database, or presentation software
•	Answered phone calls and directed calls to appropriate parties or take messages
•	Conducted research, compiled data, and prepared papers for consideration and presentation by executives, committees and boards of directors
•	Performed general office duties, such as ordering supplies, maintaining records management database systems, and performing basic bookkeeping work
•	Filed and retrieved corporate documents, records, and reports
•	Opened, sorted, and distributed incoming correspondence, including faxes and email
"
14203,scheduler,"scheduled appointments for patients, helped assist manager, attorney work, fedex pacs "
14204,Dental assistant,"I was directly involved in assisting the doctor both in dental procedures and in office duties. Th administrative work involved in meeting and greeting, scheduling patients, filing, taking and making phone calls."
14207,Retail Sales Consultant,"Understanding customers'ʹ data, entertainment, communication needs and helping them discover how our products meet those needs.
Multi‑tasking in a fast paced team environment.
Active problem solving and timely resolution of customer issues.
Consistently achieve sales objectives including activations, accessories, services and revenue goals.
Contribute approximately 60 new customers and 120 existed customers'ʹ activation per mouth.
The sale revenue is an approximately of $20,000 per mouth."
14211,Executive Assistant    ,"process expenses reports, maintain paper work, general office duties, such as respond email&phone call, manage calendar,order supplies."
14212,Real Estate Administrative Assistant Accountant Visual stylist/ Sales Associate,"•	Coordinated and Schedule meetings, made reservations, confirmed appointments.
•	Answer phones and take messages.
•	Managed contact database.
•	Scheduled tours for prospective tenants.
•	Distributed incoming mail and operated basic office equipment.
•	Provided clerical support to agents and brokers.
•	Secured public information about a property.
•	Pick up and delivered mail.
•	Following up and ordering office supply on a timely manner.
•	Documenting/updating; in putting information into file database.
•	Light cleaning of the office when needed.
 •	Process different accounts to ensure accuracy of deposits.
•	Find out discrepancies in accounting entries and correct them.
•	Deal with money transactions and overall inventory.
•	Maintaining records of all transactions.
•	Organize files, deposits receipts and copies of errors.
 •	Styling forms, styling models, customer service, and floor maintenance,
•	Describe merchandise and explain use, operations, and proper care for merchandise.
•	In charge of floor lighting and faceout in the store.
•	Helped organized stockroom."
14220,Front Desk Clerk Dress Steamer / Assistant,"As front desk I checked in guest with amazing customer service informing of the hotel amenities. I also processed all the payments that dealt with credit, debit, cash, checks and vouchers. Answering the phone with the correct prompt and directing guest in the right direction.  In this job I had two position, I worked in the back and steamed and prepped wedding dresses. While I also was the assistant/ receptionist, which my duties where to answer the phone and make appointments and keep everything organized. I also processed payments, worked with excel and word if needed. I did organize and file any paper work needed and make sure to keep a clean and tidy work space "
14225,Return Specialist Quality control supervisor Recuperation specialist Supervisor Mummy Ride operator Assistant Manger Re-filer,"Primary interface for the Distribution Center segment of the Return Goods process.
Manages returned goods back into inventory
Responsible for the proper use and administration of the Non-conforming product process.
Serves as the primary interface for Distribution Center quality related issues.
Coordinates inspection/disposition on Non-conforming, suspect or returned goods.
Serves as the primary advisor to the Operations Coordinator on quality issues/initiatives
In conjunction with the Operations Coordinator serves as the primary interface for Distribution Center product quality related issues.
Manages accuracy and organizing of Non-conforming inventory; makes required inventory adjustments based on findings and established guidelines
Develops, maintains, and reviews pertinent reports. Suggests solutions and actions where and when necessary to meet established objectives. •Plan, schedule, and manage the Sewing Department Audit Program
•Assign auditors for each location for the Sewing department
•Ensures that all areas within Sewing department are audited Assist auditors to classify nonconformities if necessary
•Approve the audit report and present findings to quality assurance manager
•Ensure that a qualified audit staff is performing the audit.
•Analyse, assist and solve nonconformities in production.
•Analyse, assist and solve incidents between QC’s and other Departments •Confer with management or subordinates to resolve worker problems, complaints, or grievances. 
•Confer with other supervisors to coordinate operations and activities within or between departments. 
•Demonstrate safety procedures to new employees, or assign employees to experienced workers for training. 
•Determine standards, production goals, and rates, based on company policies, equipment and labor availability, and workloads. 
•Inspect materials, products, or equipment to detect defects or malfunctions. 
•Interpret specifications, work orders, and company policies and procedures for workers. 
•Maintain operations data such as time, production, and cost records, and prepare management reports of production results. 
•Observe work and other indicators to ensure that operators conform to production specifications or processing standards. 
•Plan and establish work schedules, assignments, and production sequences.
•Read and analyze charts, work orders, production schedules, and other reports, in order to determine the % of damage to evaluate the current production. 
•Recommend or implement measures to motivate employees and to improve production methods, equipment performance, product quality, or efficiency. 
•Recommend personnel actions such as hirings and promotions. 
•Requisition materials, supplies, equipment parts, or repair services. Enthusiastically welcoming guests as they approach the attraction. 
Screening guests for appropriate attire, requisite height, food and beverage items, and special access information. 
Maintaining orderly queues by setting up and removing stanchions, ropes, and poles to appropriately configure the length of the queue; and monitoring and measuring attraction wait times. 
Maintaining a clean work environment, monitoring immediate area for trash, and assisting in trash removal as needed. 
Loading and unloading attractions by checking ride restraints and lap bars. 
Providing safety instructions and ensuring compliance with all policies and procedures. 
Operating state-of-the-art ride systems and control consoles, along with dispatching ride vehicles and watching the safe operation of the attraction via monitors. 
Delivering narrations by speaking in front of large groups of guests when required, and employing words, phrases, and props that evoke the storyline of the attraction.  
Assisting in the evacuation of the rides and shows in the case of a downtime. 
Providing audience control both indoors and outdoors.  
Upholding our guest service standards and interacting positively with guests in a friendly and courteous manner.  
Understanding and actively participating in Environmental, Health & Safety responsibilities by following established Universal Studios policies, procedures, training, and Team Member involvement activities. - Communicates clearly, concisely and accurately in order to ensure effective store operations. Filters communication to the shift team as directed by the store manager.
- Contributes to positive team environment by recognizing alarms or changes in partner morale and performance and communicating them to the store manager.
- Demonstrates integrity, honesty, and knowledge that promote the culture, values and mission of Starbucks. Maintains and models a calm demeanor during periods of high volume or unusual events; continues to keep store operating to standard and sets a positive example for the shift team.
- Develops positive relationships with shift team by understanding and addressing individual motivation, needs and concerns.
- Maintains regular and consistent attendance and punctuality.
- Responds to immediate store needs by utilizing external resources such as Partner & Asset Protection, Partner Resources and Food & Beverage.
- Reviews store environment and key business indicators to identify problems, concerns and opportunities for improvement in order to provide coaching and direction to the shift team to achieve operational goals. Communicates ideas to the store manager for broader areas of improvement.
- Supports store manager in implementing company programs by working directly with shift team to execute action plans that meet operational and organization objectives.
- Supports store operations by recognizing and reinforcing individual and team accomplishments through existing organizational tools and makes recommendations to store manager on new, creative, and impactful methods of recognition.
- Utilizes and provides direction to partners during their shift on the use of operational tools to achieve operational excellence. Acts as a coach and mentor to partners by using discretion in assessing performance, providing feedback and coaching to improve partner performance, and effectively recommending employment decisions to store manager. Insured all images going to clients were handled in a professional manner. data entry, image mounting, image distribution, image filing, image storage, image tracking, 

Pulled images for research department when needed"
14227,Data entry clerk Assistant Services coordinator Cashier/receptionist,"Data Entry Clerk:  Columbia Utilities, 1350 60th Street NY 11219 (2010-2011)

Tasked with ensuring complete accuracy of customer contracts. Inserted key information regarding customers’ accounts requesting gas and electric services. 
►	Processed customer and account source documents by analyzing data for inefficiencies.
►	Mitigated and resolved account discrepancies in a timely manner with zero impact to existing operations. 
►	Completed database backups guaranteeing zero losses of key data. Cultivated and preserved long-term partnerships with clients allowing for streamlined execution of their tour packages. 
►	Managed 10 clients at a time acting as tour guide for the duration of clients’ trips.
►	Played an integral role in retrieving a client’s baggage, organizing airfare, accommodations, and tours. 
►	Fostered a friendly environment for clients welcoming each client with a positive demeanor.  
►	Fulfilled all customer requirements reserving the appropriate number rooms as requested. Cashier/Data Entry:  EBA Wholesale, 2361 Nostrand Ave, Brooklyn NY 11210 (2011-2013)

Supported Office Manager with execution of daily operational procedures. Served as primary point of contact for incoming calls and core customer base. Maintained accountability for securing payments from customers and inputting up to date customer information into the database. Validated payment data and inserted purchase orders. 

►	Took charge of receptionist duties during weekend shifts fielding calls from hundreds of customers daily, 
►	Recognized by management throughout tenure as a loyal employee and dedicated assistant.  
►	Rapidly acquired knowledge of purchasing system, Citrix, utilized to confirm accuracy of invoices. 
►	Verified and processed credits. 
►	Handled hundreds of thousands of dollars daily guaranteeing balancing of day to day sales."
14228,Sales Lead,Drive promotional sales. I have a sales goal everyday. I have to greet customers and give them options. I am required to encourage customers to use the macys card and if they do not have one offer the macys card. 
14230,Account Manager Account Manager,"Manage and expand an existing client base in USA and Canada 
• Develop one-off client base into repeat customer (subscription model)  
		• Used Demo/Webinars as methods to increase brand recognition in corporate market
• Provide excellent customer care to existing and new accounts

 • Overachieved revenue targets by 15%  
• Initiate new sales approaches in order to gain new business in assigned territory
• Develop existing client base by cross-selling and up-selling
• Use superior organizational and time management skills to ensure proper management of a
  large client pool
		• Implement territory strategy to increase brand recognition in corporate market
		• Ensure timely renewal for existing customers by improving workflows with sale support
• Provide excellent customer care to existing and new accounts
"
14233,Contract Administrator / Office Assistant Cashier Front End,"•	Responsible for creating and updating data collection forms
•	Collects all data from appropriate sources
•	Enters data into computer systems
•	Ensures data is up to date and accurate
•	Answered multi-lined telephones
•	Welcomed multiple clients
•	Arranged multiple meetings and special events with clients Taking care of Customer Service. Such as making sure all customers were satisfied with their shopping experience, checking customers out in an efficient and timely matter, answering phone calls, and keeping it clean and organized. Also helping and training new associates on the register and pos systems, as well as helping other associates in their departments. Taking customers at the front end and at the drive through. Making sure they were satisfied with their orders. Also keeping the store clean and neat, making sure the food, ice cream, and liquids were all up to date. Sweeping , moping, and cleaning all milk containers and dishes."
14235,Office Cleaner Metro-North Office Assistant Reception/OfficeAssistant/Clerical Cashier/Food Supervisor,"Assigned to various companies to perform office cleaner duties. Duties include: Polished office furniture, swept and vacuums floors, clean kitchen area and put dishes into dishwasher when needed, Empty trash bin  Collected customers related information for periodic demographic and marketing surveys. Provided customer service and information related to customers travel directions in and around Metro area in New York by MTA. Performed Data Entry and typed letters and office memoranda. Made copies, filed and worked at various companies used Microsoft networks for research. Updated files by using QuickBooks and answered the telephone and took brief messages. Greeted Customers while providing customer service, operated cash register makes food order, perform supervisor duties"
14237,Operations/Marketing Manager Administrative Assistant Customer Service Team Leader Import Analyst,"Maintained office services by organizing office operations and procedures; preparing and processed payroll; controlling correspondence; designing filing systems; reviewing and approving supply requisitions; assigning and monitoring clerical functions. Processed paperwork for exams; Maintained work area and equipment and stocked supplies as required.
Analyzed and devolved metrics used to determine inefficiencies and areas for improvement across the business.
Ensured that existing and new customer relationships are strengthened to continue to grow, and that revenue and profit targets are were achieved.
Reported, tracked and analyzed campaigns proving success in strategies and return on investment.
Generated new business by leveraging existing relationships, prospecting, conducting market analysis and launching campaigns.
Oversaw creation and delivery of press releases, advertisements, and other marketing materials.
Maximized sales performance through delivering an exceptional customer experience, people management and cost control.
Developed and maintained efficient & effective reporting systems for tracking prospects from initial enquiry to a close.
Identified and developing sustainable relationships with key accounts at both strategic and tactical level.
Recruited, trained and developed new sales and marketing strategies.
Directed and developed yearly marketing plans and strategies.
Created and developed ad campaigns to be placed through various social media such as WordPress, Facebook, twitter, LinkedIn, Google+, and blogs.
Driving and managing the entire sales process – targeting to top prospects, identifying client solutions, negotiating and closing.
Ensured staff comply with all company policies, processes and procedures, and addressing any shortfalls.
Implemented entrepreneurial flair, High energy levels, People management, Business planning, writing reports. Prepared Financial Spreadsheets, correspondence, merged mailings, organized work place, and unique special projects.
Developed and maintained database spreadsheets in Microsoft Excel for orders and payments from clients. 
Handled all aspects of Payments, and finances, such as collecting payments and depositing them into the business account. Gained experience in customer service relations, sales, telemarketing and advertising industry. 
Coordinated other employees of duties, and responsibilities.
Communicated with clients and internal team (editor-in-chief, designers, directors etc.) to meet client needs.
 Prepared & collected customs documentation in order for goods to progress to end destination. Notified clients of their shipments; collected and sent shipping documents (UPS, DHL, TNT). 
Accurately completed invoice and packing list based on the requirements from clients. 
Dealt with all shipping documents: PI, Invoice, PL, COO, FA, ED, and Health Certificates.
"
14242,Bar Italia,I worked as a server at a fine dining restaurant. 
14243,"Executive/Personal Asst./Administrative, Office Manager",Executive/Personal Asst. Office Manager
14245,adf,blah
14246,Career Advisor/ Receptionist,"•	Assist students with resume preparation 
•	Speak at Student Orientation to inform them about our services 
•	Obtain internships for students
•	Hostess for Career Fair 2011, 2012, 2013
•	Handle incoming/outgoing calls for the department 
•	File and fax documents to students and various companies
•	Create school advertising opportunities for students 
•	Organize and send out mailings to students and companies regarding internships
•	Arrange board meetings, took the minutes
•	Create reports regarding students employment status  
"
14247,Chauffeur,I have 7 years experience driving as a Chauffeur in the LA area doing regular pick ups and drop offs as well as working for private families as their personal driver/personal assistant over extended periods of time.
